id,url,headline,author,date
13,https://www.theverge.com/23658631/kitchen-cooking-coffee-gadgets-favorite-tech,The Verges 13 favorite kitchen tools,Verge Staff,2023-03-29
14,https://www.theverge.com/2023/3/30/23663913/trump-indicted,"Trump, indicted.",T.C. Sottek,2023-03-30
15,https://www.theverge.com/2023/3/30/23663873/sad-about-e3-youre-not-missing-all-that-much,Sad about E3? Youre not missing all that much.,Sean Hollister,2023-03-30
16,https://www.theverge.com/2023/3/30/23660456/e3-2023-canceled,E3 2023 has been canceled,Jay Peters,2023-03-30
17,https://www.theverge.com/2023/3/30/23663792/valheim-is-having-a-unique-housing-crisis,Valheim is having a unique housing crisis.,Alex Cranz,2023-03-30
18,https://www.theverge.com/2023/3/30/23663777/trusted-testers-have-access-to-docs-and-gmails-new-ai-tools,Trusted testers have access to Docs and Gmails new AI tools.,Mitchell Clark,2023-03-30
19,https://www.theverge.com/2023/3/30/23663693/netflix-basic-with-ads-supported-apple-tv,You can now use Netflixs cheaper ads plan on your Apple TV,Jay Peters,2023-03-30
20,https://www.theverge.com/2023/3/30/23663691/theres-a-very-good-simple-reason-movies-are-so-dark-these-days,"Theres a very good, simple reason movies are so dark these days.",Charles Pulliam-Moore,2023-03-30
21,https://www.theverge.com/2023/3/30/23663339/amazon-sues-sellers-copyright-takedown-competitors,Amazon sues sellers for issuing bogus takedown requests on competitors,Mitchell Clark,2023-03-30
22,https://www.theverge.com/2023/3/30/23663457/star-trek-starfleet-academy-paramount-plus-streaming-tv-2024,Star Trek: Starfleet Academy will follow the most ambitious students in the galaxy,Callie Wright,2023-03-30
23,https://www.theverge.com/2023/3/30/23662961/the-last-of-us-pc-patch-performance-fixes,The Last of Us on PC gets patches to fix some performance issues,Tom Warren,2023-03-30
24,https://www.theverge.com/2023/3/30/23663531/ford-just-isnt-into-the-whole-driverless-thing-anymore,Ford just isnt into the whole driverless thing anymore.,Andrew J. Hawkins,2023-03-30
25,https://www.theverge.com/2023/3/30/23663206/buzzfeed-ai-travel-guides-buzzy,BuzzFeed is using AI to write SEO-bait travel guides,Jay Peters,2023-03-30
26,https://www.theverge.com/2023/3/30/23662976/overdrive-libby-ebook-lending-library-apps-transition,The OverDrive library ebook app is shutting down on May 1st,Umar Shakir,2023-03-30
27,https://www.theverge.com/23659022/samsung-galaxy-a54-phone-preorder-deal-sale,Where to preorder Samsungs Galaxy A54 phone,Sheena Vasani,2023-03-30
28,https://www.theverge.com/good-deals/2023/3/30/23662167/ring-video-doorbell-pro-2-ps5-bundle-amazon-kindle-paperwhite-deal-sale,Rings best video doorbell is 30 percent off today for Verge readers,Brandon Widder,2023-03-30
29,https://www.theverge.com/2023/3/30/23662996/suzume-english-dub-trailer-makoto-shinkai,The English dub trailer for Makoto Shinkais Suzume is for closers,Charles Pulliam-Moore,2023-03-30
30,https://www.theverge.com/2023/3/30/23662000/waves-audio-engineering-plugins-subscription-creative-access-perpetual-license,Music producers revolted against an apps subscription scheme  and won,Andrew Marino,2023-03-30
31,https://www.theverge.com/2023/3/30/23663087/waymo-retire-chrysler-pacifica-minivan-ev-robotaxi,Waymo retires its Chrysler Pacifica minivans as it switches to an all-electric robotaxi fleet,Andrew J. Hawkins,2023-03-30
32,https://www.theverge.com/2023/3/30/23663095/twitter-is-expanding-community-notes-to-debunk-fake-images,Twitter is expanding Community Notes to debunk fake images.,Jess Weatherbed,2023-03-30
33,https://www.theverge.com/2023/3/30/23663140/the-evangelion-stage-plays-vibes-are-going-to-be-immaculate-and-confusing,The Evangelion stage plays vibes are going to be immaculate and confusing.,Charles Pulliam-Moore,2023-03-30
34,https://www.theverge.com/2023/3/30/23663056/netflix-scott-pilgrim-anime-cast,Netflix is bringing back the cast of Scott Pilgrim vs. The World for its anime series,Andrew Webster,2023-03-30
35,https://www.theverge.com/2023/3/28/23660538/google-partnership-adt-self-setup-diy-home-security,Googles ADT partnership finally has a new home security product to show for it,Jennifer Pattison Tuohy,2023-03-30
36,https://www.theverge.com/c/23639245/tinder-car-heist-catfish-portland-oregon,Taken for a Ride,Ian Frisch,2023-03-21
37,https://www.theverge.com/2023/3/30/23663047/m-i-c-k-e-y-l-e-i-c-a-wait-what,M-I-C-K-E-Y! L-E-I-C-A! Wait... what?,Antonio G. Di Benedetto,2023-03-30
38,https://www.theverge.com/2023/3/30/23662940/deepfake-viral-ai-misinformation-midjourney-stops-free-trials,AIimage generator Midjourney stops free trials but says influx of new users to blame,James Vincent,2023-03-30
39,https://www.theverge.com/22789248/oura-ring-3-review-sleep-tracker-fitness-tracker,Oura Ring Generation 3 review: a relationship for the long term,Victoria Song,2023-03-30
40,https://www.theverge.com/2023/3/30/23662971/kuo-apple-headset-production-pushed-back,Kuo: Apple headset production pushed back.,Richard Lawler,2023-03-30
41,https://www.theverge.com/2023/3/30/23661426/microsoft-azure-bing-office365-security-exploit-search-results,Huge Microsoft exploit allowed users to manipulate Bing search results and access Outlook email accounts,Jess Weatherbed,2023-03-30
42,https://www.theverge.com/2023/3/30/23662939/live-a-live-is-still-alive,Live A Live is still alive.,Andrew Webster,2023-03-30
43,https://www.theverge.com/2023/3/30/23662101/ftc-openai-investigation-request-caidp-gpt-text-generation-bias,"FTC should stop OpenAI from launching new GPT models, says AI policy group",Adi Robertson,2023-03-30
44,https://www.theverge.com/2023/3/30/23662873/roku-layoffs-2023-200-employees,Roku is laying off another 6 percent of its workforce,Jon Porter,2023-03-30
45,https://www.theverge.com/2023/3/30/23662832/twitter-api-tiers-free-bot-novelty-accounts-basic-enterprice-monthly-price,"Twitter announces new API pricing, posing a challenge for small developers",Jon Porter,2023-03-30
46,https://www.theverge.com/2023/3/29/23661939/today-on-the-vergecast-its-all-hotline-all-the-time,"Today on The Vergecast, its all Hotline all the time.",David Pierce,2023-03-29
47,https://www.theverge.com/23658648/mastodon-ceo-twitter-interview-elon-musk-twitter,Can Mastodon seize the moment from Twitter?,Nilay Patel,2023-03-28
48,https://www.theverge.com/2023/3/24/23654906/the-vergecast-goes-to-washington,The Vergecast goes to Washington.,David Pierce,2023-03-24
49,https://www.theverge.com/23651323/new-york-times-ceo-meredith-kopit-levien-wordle-the-athletic-sports-cooking,"How to play the long game, with New York Times CEO Meredith Kopit Levien",Nilay Patel,2023-03-23
50,https://www.theverge.com/2023/3/22/23651752/today-on-the-vergecast-ipad-feelings-hiking-gear-and-the-future-of-broadcast-tv,"Today on The Vergecast: iPad feelings, hiking gear, and the future of broadcast TV.",David Pierce,2023-03-22
51,https://www.theverge.com/23660625/gmail-inbox-unsubscribe-refresh-delete-reject,We need Eternal Sunshine of the Spotless Mind for Gmail,Allison Johnson,2023-03-29
52,https://www.theverge.com/2023/3/29/23637956/apple-wwdc-2023-event-date-vr-headset-mac-pro,Apples WWDC 2023 kicks off on June 5th,Mitchell Clark,2023-03-29
53,https://www.theverge.com/2023/3/28/23659711/microsoft-security-copilot-gpt-4-ai-tool-features,Microsoft Security Copilot is a new GPT-4 AI assistant for cybersecurity,Tom Warren,2023-03-28
54,https://www.theverge.com/2023/3/30/23660652/asus-rog-flow-z13-acronym-gaming-laptop-tablet-review,"Yall, this laptop is too much",Monica Chin,2023-03-31
55,https://www.theverge.com/2023/3/30/23663997/block-hindenburg-fraud-statement,"Block knows you have questions, and it doesnt have good answers",Elizabeth Lopatto,2023-03-30
56,https://www.theverge.com/2023/3/30/23660652/asus-rog-flow-z13-acronym-gaming-laptop-tablet-review,"Yall, this laptop is too much",Monica Chin,2023-03-31
57,https://www.theverge.com/23656561/sonos-era-100-speaker-review-features,Sonos Era 100 review: the new default smart speaker,Chris Welch,2023-03-27
58,https://www.theverge.com/22789248/oura-ring-3-review-sleep-tracker-fitness-tracker,Oura Ring Generation 3 review: a relationship for the long term,Victoria Song,2023-03-30
59,https://www.theverge.com/23660621/sony-alpha-zve1-mirrorless-camera-announcement-specs-price-video-review,Sonys new ZV-E1 camera is designed to help your vlogs suck less,Antonio G. Di Benedetto,2023-03-29
60,https://www.theverge.com/23654936/aqara-g4-video-doorbell-review,Aqara Video Doorbell G4 review: this battery-powered buzzer needs to go back to basics,Jennifer Pattison Tuohy,2023-03-27
61,https://www.theverge.com/23660400/oura-ring-covid-19-illness-detection-biometrics-heart-rate-sleep,Oura study shows covid-19 can impact your biometrics for weeks after infection,Victoria Song,2023-03-29
62,https://www.theverge.com/2023/3/29/23660577/google-search-heat-alerts,Google plans to share heat alerts in search,Justine Calma,2023-03-29
63,https://www.theverge.com/2023/3/28/23658646/nasa-venus-funding-scientist-reaction-volcano-veritas,Scientists erupt at NASA gutting funding for crucial Venus mission,Georgina Torbet,2023-03-28
64,https://www.theverge.com/2023/3/30/23663202/carbon-capture-electricity-gas-coal-power-plants-climate-change,Carbon capture will probably make electricity more expensive,Justine Calma,2023-03-30
65,https://www.theverge.com/23658631/kitchen-cooking-coffee-gadgets-favorite-tech,The Verges 13 favorite kitchen tools,Verge Staff,2023-03-29
66,https://www.theverge.com/2023/3/28/23660473/substack-retail-investors-revenue-profit,How much money do we think Substack lost last year?,Elizabeth Lopatto,2023-03-28
67,https://www.theverge.com/2023/3/28/23660573/npr-layoff-podcast-adnan-syed-serial-apple-update-slate-youtube-amy-poehler,NPR prioritizes radio over podcasts with steep cuts,Ariel Shapiro,2023-03-28
68,https://www.theverge.com/23653141/tiktok-ban-bytedance-congress-hearing-first-amendment-open-internet,The TikTok ban is a betrayal of the open internet,Adi Robertson,2023-03-27
69,https://www.theverge.com/2023/3/30/23662000/waves-audio-engineering-plugins-subscription-creative-access-perpetual-license,Music producers revolted against an apps subscription scheme  and won,Andrew Marino,2023-03-30
70,https://www.theverge.com/2023/3/29/23662367/tiktok-ban-rand-paul-josh-hawley-bytedance-bowman-restrict-act,Sen. Rand Paul becomes latest lawmaker opposing TikTok ban,Makena Kelly,2023-03-29
71,https://www.theverge.com/23660809/wordle-new-york-times-interview-zoe-bell-gdc-2023,How Wordle lives on at The New York Times,Shannon Liao,2023-03-29
72,https://www.theverge.com/2023/3/29/23661352/last-of-us-part-i-pc-launch-bugs-issues,The Last of Us on PC is a rare disappointing PlayStation port at launch,Tom Warren,2023-03-29
73,https://www.theverge.com/2023/3/30/23660652/asus-rog-flow-z13-acronym-gaming-laptop-tablet-review,"Yall, this laptop is too much",Monica Chin,2023-03-31
74,https://www.theverge.com/2023/3/30/23663989/summer-gaming-events-2023-e3-canceled-news-announcements,"Summer gaming events 2023: with E3 cancelled, heres whats next",Jay Peters,2023-03-30
75,https://www.theverge.com/23613289/best-games-movie-tv-entertainment-2023,The best entertainment of 2023,Andrew Webster,2023-03-17
76,https://www.theverge.com/2023/3/30/23662940/deepfake-viral-ai-misinformation-midjourney-stops-free-trials,AIimage generator Midjourney stops free trials but says influx of new users to blame,James Vincent,2023-03-30
77,https://www.theverge.com/2023/3/28/23659191/amazon-sidewalk-network-coverage,Amazon just opened up its Sidewalk network for anyone to build connected gadgets on,Jennifer Pattison Tuohy,2023-03-28
78,https://www.theverge.com/2023/3/30/23662130/arc-mobile-browser-hands-on-ios,Arcs mobile browser is here  and its not really a web browser at all,David Pierce,2023-03-30
79,https://www.theverge.com/2023/3/30/23660456/e3-2023-canceled,E3 2023 has been canceled,Jay Peters,2023-03-30
80,https://www.theverge.com/2023/3/29/23662621/google-bard-chatgpt-sharegpt-training-denies,Google denies Bard was trained with ChatGPT data,Sean Hollister,2023-03-30
